enjoyment,anew,7.8,-1.2,5.2,-2.72
ennui,indifferent,5.09,-1.76,4.4,-2.33
ennui,anew,5.09,-1.76,4.4,-2.33
enrage,angry,2.46,-1.65,7.97,-2.17
enraged,angry,2.46,-1.65,7.97,-2.17
enraged,anew,2.46,-1.65,7.97,-2.17
enraging,angry,2.46,-1.65,7.97,-2.17
erotic,erotic,7.43,-1.53,7.24,-1.97
erotic,anew,7.43,-1.53,7.24,-1.97
errand,anew,4.58,-1.74,3.85,-1.92
event,anew,6.21,-1.63,5.1,-2.4
evil,anew,3.23,-2.64,6.39,-2.44
excellence,anew,8.38,-0.96,5.54,-2.67
excellent,great,9,0,6,0
excited,excited,7.5,-2.2,7.67,-1.91
excitement,excited,7.5,-2.2,7.67,-1.91
excitement,anew,7.5,-2.2,7.67,-1.91
exciting,excited,7.5,-2.2,7.67,-1.91
excuse,anew,4.05,-1.41,4.48,-2.29
execution,anew,2.37,-2.06,5.71,-2.74
exercise,anew,7.13,-1.58,6.84,-2.06
fabric,anew,5.3,-1.2,4.14,-1.98
face,anew,6.39,-1.6,5.04,-2.18
failure,anew,1.7,-1.07,4.95,-2.81
fall,anew,4.09,-2.21,4.7,-2.48
fame,anew,7.93,-1.29,6.55,-2.46
family,anew,7.65,-1.55,4.8,-2.71
famous,anew,6.98,-2.07,5.73,-2.68
fantasy,anew,7.41,-1.9,5.14,-2.82
farm,anew,5.53,-1.85,3.9,-1.95
fascinate,curious,7.34,-1.68,5.83,-2.73
fascinate,anew,7.34,-1.68,5.83,-2.73
fascinated,curious,7.34,-1.68,5.83,-2.73
fat,anew,2.28,-1.92,4.81,-2.8
father,anew,7.08,-2.2,5.92,-2.6
fatigued,tired,3.28,-1.43,2.64,-2.19
fatigued,anew,3.28,-1.43,2.64,-2.19
fault,anew,3.43,-1.38,4.07,-1.69
favor,anew,6.46,-1.52,4.54,-1.86
fear,anew,2.76,-2.12,6.96,-2.17
feared,scared,2.25,-1.18,6.33,-2.28
fearful,scared,2.25,-1.18,6.33,-2.28
fearful,anew,2.25,-1.18,6.33,-2.28
feeble,anew,3.26,-1.47,4.1,-2.07
festive,anew,7.3,-2.26,6.58,-2.29
fever,anew,2.76,-1.64,4.29,-2.31
field,anew,6.2,-1.37,4.08,-2.41
fight,anew,3.76,-2.63,7.15,-2.19
filth,anew,2.47,-1.68,5.12,-2.32
finger,anew,5.29,-1.42,3.78,-2.42
fire,anew,3.22,-2.06,7.17,-2.06
fireworks,anew,7.55,-1.5,6.67,-2.12
fish,anew,6.04,-1.94,4,-2.19
flabby,anew,2.66,-1.87,4.82,-2.81
flag,anew,6.02,-1.66,4.6,-2.35
flirt,anew,7.52,-1.19,6.91,-1.69
flood,anew,3.19,-1.66,6,-2.02
flower,anew,6.64,-1.78,4,-2.44
foam,anew,6.07,-2.03,5.26,-2.54
food,anew,7.65,-1.37,5.92,-2.11
foot,anew,5.02,-0.93,3.27,-1.98
fork,anew,5.29,-0.97,3.96,-1.94
foul,unhappy,2.81,-1.52,4.93,-2.23
foul,anew,2.81,-1.52,4.93,-2.23
fragrance,anew,6.07,-1.97,4.79,-2.54
fraud,anew,2.67,-1.66,5.75,-2.45
free,anew,8.26,-1.31,5.15,-3.04
freedom,anew,7.58,-2.04,5.52,-2.72
friend,anew,7.74,-1.24,5.74,-2.57
friendly,anew,8.43,-1.08,5.11,-2.96
frigid,anew,3.5,-1.85,4.75,-2.56
frog,anew,5.71,-1.74,4.54,-2.03
frustrate,annoying,2.48,-1.64,5.61,-2.76
frustrated,annoying,2.48,-1.64,5.61,-2.76
frustrated,anew,2.48,-1.64,5.61,-2.76
frustrating,annoying,2.48,-1.64,5.61,-2.76
fun,anew,8.37,-1.11,7.22,-2.01
funeral,anew,1.39,-0.87,4.94,-3.21
fungus,anew,3.06,-1.75,4.68,-2.33
fur,anew,4.51,-1.88,4.18,-2.44
game,anew,6.98,-1.97,5.89,-2.37
gangrene,anew,2.28,-1.91,5.7,-2.96
garbage,anew,2.98,-1.96,5.04,-2.5
garden,anew,6.71,-1.74,4.39,-2.35
garment,anew,6.07,-1.61,4.49,-2.5
garter,anew,6.22,-1.59,5.47,-2.15
gender,anew,5.73,-1.55,4.38,-2.13
gentle,anew,7.31,-1.3,3.21,-2.57
germs,anew,2.86,-1.39,4.49,-2.24
gift,anew,7.77,-2.24,6.14,-2.76
girl,anew,6.87,-1.64,4.29,-2.69
glacier,anew,5.5,-1.25,4.24,-2.29
glad,fortunate,7.09,-2,5.16,-2.62
glamour,anew,6.76,-1.6,4.68,-2.23
glass,anew,4.75,-1.38,4.27,-2.07
gloom,anew,1.88,-1.23,3.83,-2.33
glory,anew,7.55,-1.68,6.02,-2.71
god,anew,8.15,-1.27,5.95,-2.84
gold,anew,7.54,-1.63,5.76,-2.79
golfer,anew,5.61,-1.93,3.73,-2.26
good,happy,7.47,-1.45,5.43,-2.85
good,anew,7.47,-1.45,5.43,-2.85
gossip,anew,3.48,-2.33,5.74,-2.38
graduate,anew,8.19,-1.13,7.25,-2.25
